study_id,first_name,middle_name,last_name,suffix,height,member,birth_date
S-0928,Cole,Wayne,Rice,DVM,180.6,1,1943-04-26
S-0929,Amanda,John,Collins,DDS,172.1,0,1947-12-01
S-0930,Christine,Karen,Kerr,DDS,166.6,0,1943-09-22
S-0931,Nicole,Jordan,Mccarty,DDS,177.0,0,1946-04-29
S-0932,Walter,Michael,Cox,DVM,188.1,0,1941-07-17
S-0933,Emma,Christopher,Reed,PhD,176.8,0,1946-12-27
S-0934,Jacob,Joseph,Johnson,PhD,167.1,1,1944-04-03
S-0935,Ronald,Steven,Shannon,DDS,173.9,1,1949-08-25
S-0936,Joshua,Victor,Aguilar,DDS,164.6,1,1946-10-05
S-0937,Jill,Timothy,Osborne,II,172.0,1,1943-05-31
S-0938,Allison,Emily,Murray,II,170.0,1,1943-10-15
S-0939,Angela,Kristina,Woodard,DDS,168.0,0,1946-05-24
S-0940,Andrew,Edward,Flores,Jr.,160.5,0,1941-09-09
S-0941,Richard,Lisa,Dennis,MD,164.9,0,1945-09-22
S-0942,Zachary,Benjamin,Walsh,DVM,177.0,0,1942-05-30
S-0943,Ann,Adriana,Smith,Jr.,171.9,0,1945-07-01
S-0944,Sean,Ashley,Mitchell,DDS,179.0,1,1941-10-01
S-0945,Christine,Kyle,Smith,Jr.,173.4,1,1943-10-24
S-0946,TEST,,PATIENT,,174.8,0,1840-12-31
S-0947,James,Joseph,Guzman,MD,174.8,1,1947-10-06
S-0948,Nicole,Mackenzie,Wolf,Jr.,184.3,1,1942-01-24
S-0949,Robert,Jasmin,Lopez,V,186.2,1,1948-04-18
S-0950,Lacey,Jacob,Taylor,MD,168.7,0,1944-03-19
S-0951,Jesse,Mike,Peterson,MD,187.2,0,1944-09-08
S-0952,Mark,Steven,Ward,DVM,173.0,0,1947-06-19
S-0953,Stacy,Christopher,Jackson,MD,165.2,0,1946-12-05
S-0954,Timothy,Kyle,Lee,DVM,160.0,0,1949-03-16
S-0955,Dustin,Tina,Buckley,Jr.,169.8,0,1947-08-30
S-0956,Julia,Brian,Austin,DDS,178.3,1,1944-05-03
S-0957,Darrell,Angela,Anderson,DDS,176.0,1,1941-10-16
S-0958,Valerie,Robert,Anthony,Jr.,182.2,1,1945-07-18
S-0959,Sierra,Meredith,Williams,MD,172.8,1,1944-04-10
S-0960,Lisa,Amy,Wright,DDS,197.4,0,1946-10-12
S-0961,Mark,David,Stewart,II,166.6,0,1948-12-16
S-0962,Katherine,Rodney,Dean,V,166.5,1,1944-05-04
S-0963,Matthew,Timothy,Newman,MD,169.9,0,1940-11-17
S-0964,Amy,Phillip,Merritt,MD,179.0,0,1946-02-14
S-0965,Jennifer,John,Miller,DVM,171.5,0,1942-12-17
S-0966,Louis,David,Dixon,MD,174.0,0,1944-12-30
S-0967,Janet,Brittany,Powell,Jr.,182.1,0,1946-08-27
S-0968,Austin,Samantha,Martinez,PhD,170.8,0,1946-07-07
S-0969,Randy,Edwin,Harvey,IV,185.4,Y,1944-10-17
S-0970,Bryan,Mark,Martin,DDS,175.2,1,1940-12-27
S-0971,David,Nicholas,Reed,PhD,183.7,0,1940-03-28
S-0972,Alexander,April,Patel,MD,183.0,0,1940-10-13
S-0973,David,Miguel,Rivera,Jr.,169.8,0,1943-12-27
S-0974,Mia,Lisa,Wilson,III,175.9,0,1948-06-03
S-0975,Monique,Joseph,Lewis,PhD,160.0,1,1946-12-15
S-0976,Meghan,Donald,Williams,DVM,180.4,1,1940-06-24
S-0977,David,Steven,Horton,DVM,172.7,1,1941-01-09
S-0978,Tony,Greg,Kim,MD,179.0,0,1947-10-13
S-0979,Raymond,Victoria,Mahoney,MD,181.5,1,1942-09-02
S-0980,Christopher,William,Miller,DDS,187.8,0,1940-07-25
S-0981,Blake,Ana,Baker,II,180.5,0,1947-02-17
S-0982,Janet,Frederick,Luna,DDS,172.6,1,1948-04-30
S-0983,Regina,Amanda,Compton,PhD,168.3,N,1946-02-10
S-0984,Patricia,Gary,Hawkins,DDS,169.5,0,1942-11-28
S-0985,Candice,Steven,Gutierrez,Jr.,168.9,1,1941-12-28
S-0986,David,Melissa,Davidson,PhD,164.3,1,1942-05-30
S-0987,Sarah,Dustin,Lamb,II,178.0,1,1947-10-16
S-0988,Daniel,Terri,Frey,DDS,181.1,0,1946-11-06
S-0989,Sheri,Christopher,Williams,MD,173.1,0,1944-06-18
S-0990,Anna,Nathaniel,Carpenter,DDS,169.6,0,1945-07-05
S-0991,Erin,Tara,Gray,MD,180.1,0,1946-08-07
S-0992,Deanna,Cynthia,Schroeder,Jr.,173.3,1,1941-10-21
S-0993,Angel,Mark,Best,Jr.,175.3,0,1946-05-27
S-0994,Tina,Taylor,Ward,MD,171.5,0,1943-04-06
S-0995,Courtney,Maria,Parrish,MD,171.2,1,1942-08-14
S-0996,Richard,Jessica,Rivas,DDS,175.0,1,1946-05-09
S-0997,Jean,Charles,Smith,MD,171.9,1,1949-11-15
S-0998,Jeffery,Robert,Pittman,DDS,165.3,0,1942-11-27
S-0999,Sharon,Sandra,Pace,Jr.,182.2,0,1945-05-31
S-1000,Linda,Janet,English,DDS,173.3,1,1949-02-12
S-1001,Amy,Cynthia,Johnson,Jr.,166.6,1,1946-03-02
S-1002,Stephanie,Maureen,Moore,Jr.,170.3,1,1942-04-07
S-1003,Jennifer,Micheal,Simpson,Jr.,183.2,1,1940-06-21
S-1004,John,Andre,Barnes,DDS,168.8,1,1944-06-21
S-1005,Johnny,Helen,Rogers,PhD,157.9,0,1948-02-08
S-1006,Noah,Kimberly,Fry,MD,168.4,0,1947-04-11
S-1007,Robert,Michele,Salazar,MD,171.3,1,1942-09-15
S-1008,Angela,Carla,Becker,DDS,169.4,0,1944-09-27
S-1009,Corey,Christopher,Turner,DVM,172.8,1,1948-04-15
S-1010,Chad,Kathleen,Mullins,III,174.9,0,1941-09-20
S-1011,William,Cindy,Bullock,Jr.,169.1,0,1940-07-14
S-1012,Kevin,Stuart,Barr,MD,165.1,0,1940-04-14
S-1013,Richard,Miranda,Gray,DDS,172.2,1,1946-05-25
S-1014,James,Chad,Murray,MD,177.9,1,1943-03-13
S-1015,Michael,Tyler,Baker,II,192.8,0,1947-11-07
S-1016,Shawn,Christine,Farmer,DDS,169.7,0,1945-08-20
S-1017,Ricardo,Barbara,Warner,DVM,173.0,1,1944-12-14
S-1018,Bryan,Anne,Henry,DDS,171.7,0,1949-11-03
S-1019,Walter,Brandon,Lester,MD,181.6,1,1947-10-31
S-1020,Jason,Christopher,Ponce,Jr.,175.5,1,1944-04-15
S-1021,Seth,James,Holmes,MD,163.8,0,1943-09-05
S-1022,James,Melissa,Acosta,PhD,164.0,0,1944-03-12
S-1023,Michael,Robert,Brown,Jr.,181.4,0,1941-03-27
S-1024,Mark,Karen,Peterson,DDS,178.7,1,1949-06-17
S-1025,Jasmine,Michael,Henry,DDS,189.6,1,1946-11-13
S-1026,Edward,Robert,Fox,MD,171.3,1,1948-07-27
S-1027,Andrew,Mike,Wright,DDS,169.3,1,1941-02-26
S-1028,Cole,Maria,Lloyd,MD,172.8,1,1940-10-09
S-1029,Daniel,Michaela,Bailey,Jr.,179.7,0,1942-10-06
S-1030,Kayla,Andrew,Barnes,Jr.,176.0,1,1942-03-04
S-1031,Rachel,Julie,White,MD,175.1,1,1947-04-11
S-1032,Yvonne,Carrie,Perez,Jr.,174.7,0,1946-12-09
S-1033,Shane,Anna,Fisher,MD,176.1,1,1940-09-16
S-1034,Andrea,Ashley,Mclaughlin,DDS,163.9,1,1949-10-23
S-1035,Spencer,Samantha,Mitchell,MD,159.2,1,1941-10-24
S-1036,Samantha,Mark,Gordon,MD,182.6,0,1947-09-04
S-1037,Mark,Sandra,Gibson,MD,171.2,1,1943-05-30
S-1038,Travis,Sean,Anderson,Jr.,165.8,0,1940-01-24
S-1039,Jeremy,Lucas,Morales,DDS,172.2,1,1945-01-25
S-1040,Julie,Matthew,Cox,DDS,165.1,1,1949-05-02
S-1041,Monica,Donald,Ramirez,MD,158.8,1,1948-05-12
S-1042,Glen,Leslie,Cochran,DDS,173.9,0,1946-09-18
S-1043,Jamie,Victor,Cohen,DVM,182.5,1,1949-12-25
S-1044,Megan,Melissa,Nelson,DVM,180.4,1,1942-02-17
S-1045,Russell,Carol,Jones,MD,178.5,0,1940-11-14
S-1046,Angela,Katelyn,Shaw,MD,181.4,0,1945-09-05
S-1047,Alex,Susan,Rodriguez,Jr.,182.0,0,1946-08-09
S-1048,Victoria,Michelle,Jenkins,Jr.,185.5,1,1945-04-22
S-1049,Theresa,Lindsey,Johnson,MD,172.9,0,1947-12-03
S-1050,Elizabeth,Mariah,Jones,Jr.,187.3,0,1945-01-02
S-1051,Richard,Jamie,Bennett,DVM,163.1,0,1945-08-10
S-1052,Janet,David,Hanson,Jr.,179.2,0,1941-12-08
S-1053,Tanya,Christopher,Thompson,DDS,168.7,0,1942-03-23
S-1054,Matthew,Raymond,Kline,MD,176.2,0,1942-08-02
S-1055,Paul,Bill,Johnson,Jr.,185.8,0,1940-09-18
S-1056,Carrie,Samuel,Wilson,MD,167.1,1,1947-01-21
S-1057,Lucas,John,Blackwell,MD,171.2,0,1948-08-22
S-1058,Ryan,Garrett,Taylor,DDS,183.5,1,1947-12-26
S-1059,Matthew,William,Clark,DVM,176.4,0,1949-07-30
S-1060,Julie,Carla,Ayers,DDS,170.5,0,1940-07-31
S-1061,Rebecca,Philip,Martin,PhD,170.4,0,1940-04-23
S-1062,Joseph,Matthew,Frost,Jr.,178.5,1,1943-09-25
S-1063,George,Brian,Soto,MD,170.1,1,1944-01-03
S-1064,Jeremy,Bernard,Tate,Jr.,177.0,1,1947-07-30
S-1065,Elaine,Mark,Ewing,Jr.,177.4,1,1947-07-07
S-1066,Elizabeth,Kathryn,Freeman,III,179.1,1,1944-08-31
S-1067,Michael,Brianna,Garza,MD,181.7,1,1945-10-03
S-1068,Jeremy,Donald,Thompson,DDS,163.8,1,1948-03-18
S-1069,Seth,William,Thomas,III,166.6,0,1946-04-03
S-1070,Julie,Jimmy,Ramos,Jr.,179.9,0,1944-12-04
S-1071,David,Carrie,Richardson,PhD,174.2,1,1944-03-02
S-1072,Jessica,Martin,Myers,MD,173.1,0,1941-10-21
S-1073,Matthew,Corey,Baker,DVM,164.2,1,1949-04-15
S-1074,Nicole,Jessica,Berger,MD,166.3,0,1943-04-26
S-1075,Ashley,Lindsay,Hines,MD,158.6,0,1947-12-15
S-1076,Emily,Denise,Case,PhD,178.2,0,1943-03-21
S-1077,Caleb,Jessica,Holt,MD,166.0,1,1946-09-12
S-1078,Shaun,Erica,Smith,Jr.,167.1,1,1946-03-10
S-1079,Dana,James,Green,Jr.,169.1,1,1949-06-24
S-1080,Hunter,Renee,Bush,Jr.,188.8,1,1948-03-17
S-1081,Abigail,Pamela,Petersen,MD,171.2,1,1947-09-27
S-1082,Ashley,Timothy,Cherry,DVM,171.7,0,1940-12-10
S-1083,Olivia,Amanda,Rush,DVM,168.8,0,1942-05-20
S-1084,Dustin,Bryan,Wilson,DDS,175.5,0,1945-01-09
S-1085,Diana,Cody,Flores,II,174.7,1,1940-03-15
S-1086,Stacy,John,Allen,Jr.,191.2,1,1944-06-27
S-1087,Marcus,Richard,Leblanc,MD,179.9,0,1946-08-23
S-1088,Jennifer,Amanda,Hurley,Jr.,177.9,0,1942-05-17
S-1089,Sarah,Caitlin,Smith,PhD,165.8,1,1946-09-29
S-1090,Richard,Monica,Delacruz,MD,181.2,0,1949-01-31
S-1091,Stacy,Anthony,Miller,MD,171.7,1,1949-11-20
S-1092,Richard,David,Blackwell,PhD,175.5,0,1941-05-09
S-1093,Rebecca,Edward,Graham,DDS,180.2,1,1942-10-11
S-1094,Donald,Joseph,Johnson,MD,175.1,1,1942-11-17
S-1095,Shari,Melissa,Smith,MD,178.3,1,1947-08-13
S-1096,Robert,Duane,Chambers,MD,172.3,1,1946-08-09
S-1097,Linda,Lauren,Smith,DDS,177.2,1,1941-12-29
S-1098,Megan,Jacob,Sosa,MD,171.9,1,1945-03-30
S-1099,Joseph,Jared,Sanchez,DDS,177.9,0,1942-12-11
S-1100,David,Melanie,Curry,PhD,175.9,0,1947-02-17
S-1101,Amanda,Alex,Miller,III,165.7,0,1941-12-26
S-1102,Travis,Colin,Anderson,Jr.,183.7,1,1940-05-30
S-1103,Tamara,Craig,Thompson,MD,170.5,1,1946-07-26
S-1104,Christine,Anna,Klein,DVM,173.3,0,1948-03-06
S-1105,Melissa,Patricia,Chapman,DVM,182.0,0,1943-10-06
S-1106,Monica,Judith,Michael,MD,168.9,1,1944-07-11
S-1107,Joel,Jose,Jones,MD,181.9,0,1945-09-11
S-1108,Christopher,Jimmy,Tucker,PhD,157.9,0,1944-07-22
S-1109,Kenneth,Brooke,Flores,Jr.,176.3,0,1945-12-14
S-1110,Aaron,Kenneth,Gillespie,III,172.4,0,1940-12-01
S-1111,Dale,Aaron,Ward,MD,175.2,0,1949-10-03
S-1112,Michael,Kayla,May,MD,175.3,1,1945-10-01
S-1113,Kristin,Anita,Mcmillan,II,183.9,0,1949-07-25
S-1114,Timothy,Joseph,Howard,PhD,172.4,1,1946-01-08
S-1115,Linda,Patrick,Pratt,II,173.7,1,1942-01-11
S-1116,Charles,Lauren,Griffin,MD,173.2,0,1941-10-30
S-1117,Nicole,Keith,Dyer,MD,179.6,1,1945-06-17
S-1118,Caitlin,John,Mitchell,DDS,178.5,0,1947-01-08
S-1119,Katherine,Carol,Francis,MD,170.6,0,1948-07-05
S-1120,Amy,John,Smith,DVM,179.7,0,1944-05-08
S-1121,Benjamin,Nina,Wade,DDS,178.2,0,1947-02-21
S-1122,Shaun,David,Carter,DDS,169.4,0,1945-04-27
S-1123,Dawn,Ricky,Stevens,DDS,175.4,0,1941-01-27
S-1124,Richard,Jason,Herman,II,167.6,0,1944-01-02
S-1125,Tara,Jennifer,Massey,DVM,176.9,1,1941-09-06
S-1126,Susan,Austin,Dalton,MD,167.9,0,1948-03-07
S-1127,Dale,Michael,Hart,DVM,175.9,0,1945-06-11
S-1128,Tracy,Raymond,Smith,IV,163.1,0,1948-01-24
S-1129,Michael,Eduardo,Ruiz,MD,185.9,1,1944-07-17
S-1130,Samantha,Richard,Curry,MD,171.3,1,1942-07-23
S-1131,Clifford,Kathryn,Wiggins,DVM,177.1,0,1942-02-09
S-1132,Catherine,Donald,Griffin,PhD,170.3,1,1941-11-18
S-1133,Hannah,Jennifer,Wolf,MD,166.6,1,1944-12-17
S-1134,Ryan,Lisa,Clark,DDS,172.2,0,1940-11-07
S-1135,Natasha,Kendra,Bolton,Jr.,183.0,1,1948-08-16
S-1136,Karen,Gina,Hall,III,180.7,0,1940-06-01
S-1137,Anna,Isaac,Hall,MD,177.3,0,1940-06-19
S-1138,Carla,Alexander,Mcdonald,DVM,179.3,1,1940-09-08
S-1139,Nancy,Vanessa,Love,Jr.,177.9,0,1945-02-08
S-1140,Ruben,Nichole,Rivera,DVM,170.5,1,1948-04-21
S-1141,Daniel,Natalie,Booth,MD,175.5,1,1941-11-29
S-1142,Jeremy,Rodney,Banks,DVM,176.4,1,1942-12-21
S-1143,Mark,Jason,Marquez,II,171.3,1,1949-07-03
S-1144,Walter,Brandon,Mills,DDS,175.8,0,1941-12-28
S-1145,David,Catherine,Wilson,MD,162.7,0,1941-02-20
S-1146,Audrey,Maria,Welch,DDS,162.1,1,1945-05-28
S-1147,Nicholas,Danielle,Cunningham,Jr.,165.4,1,1944-11-22
S-1148,Katherine,Christian,Williams,MD,160.7,1,1947-06-03
S-1149,Louis,Sharon,Flynn,PhD,181.4,1,1943-11-18
S-1150,Amber,Leslie,Silva,DDS,172.4,1,1940-03-11
S-1151,Jessica,James,Peterson,DDS,176.4,1,1941-12-25
S-1152,Peggy,Shawn,Cunningham,PhD,169.4,0,1941-10-24
S-1153,Karen,Rachel,Joseph,PhD,175.1,0,1949-05-02
S-1154,Annette,James,Hamilton,DDS,181.0,0,1949-11-21
S-1155,Ryan,Brittany,Montoya,DVM,176.6,0,1949-04-02
S-1156,Robert,John,Choi,III,165.9,0,1940-12-30
S-1157,William,Marie,Williams,MD,183.1,N,1943-10-02
S-1158,Julia,Stephanie,Perry,PhD,170.4,0,1949-09-03
S-1159,James,Paul,Velez,MD,169.7,0,1943-03-30
S-1160,Jessica,Julie,Freeman,Jr.,171.1,1,1942-10-11
S-1161,Danielle,Katelyn,Stewart,MD,175.9,1,1940-05-25
S-1162,Robert,Richard,Peck,II,175.9,0,1943-04-30
S-1163,Andrew,Sean,Roberts,Jr.,168.8,1,1949-09-18
S-1164,Erik,Lori,Price,DDS,182.6,0,1947-04-24
S-1165,Shawna,Kimberly,Jones,PhD,174.4,1,1943-09-11
S-1166,Lisa,Rachel,Rios,DDS,191.2,1,1948-02-16
S-1167,Lisa,Dominic,Hunt,II,180.7,0,1947-01-05
S-1168,Kenneth,Michael,Rodgers,DDS,164.6,1,1947-04-30
S-1169,Robert,Jodi,Stewart,Jr.,178.1,1,1940-08-07
S-1170,Monica,Brent,Ramirez,MD,184.9,1,1945-10-31
S-1171,Sabrina,Ashley,Drake,MD,176.1,1,1949-10-20
S-1172,Bethany,Donald,Dalton,II,187.3,0,1943-09-13
S-1173,Kenneth,Anthony,Best,PhD,161.8,0,1945-02-14
S-1174,Daniel,Kevin,Burns,MD,157.8,0,1942-02-01
S-1175,Logan,George,Peterson,DVM,171.4,1,1944-07-23
S-1176,Stacey,Jeffrey,Booth,MD,188.7,1,1940-05-11
S-1177,Michael,Michael,Velazquez,DDS,182.9,0,1941-04-16
S-1178,Dillon,Daniel,Vasquez,DVM,173.2,0,1946-02-11
S-1179,Kenneth,Robert,Hart,Jr.,180.1,0,1944-11-28
S-1180,Sylvia,Jamie,Lopez,II,169.8,0,1944-07-25
S-1181,Joy,David,Cole,PhD,166.6,1,1940-10-12
S-1182,Spencer,Max,Guerrero,Jr.,170.2,0,1943-07-21
S-1183,Jennifer,Dana,Rivera,DDS,189.2,1,1949-10-12
S-1184,Todd,Deanna,Riggs,MD,182.1,1,1949-02-23
S-1185,Philip,James,Miller,DDS,1.724,0,1943-01-04
S-1186,Jeremy,Phillip,Frey,DDS,175.4,1,1949-02-07
S-1187,Francisco,Julie,Martin,PhD,162.3,0,1946-06-08
S-1188,Nicole,Stephanie,Hill,MD,179.9,1,1943-12-09
S-1189,Bonnie,Maria,Russell,PhD,173.4,1,1944-01-26
S-1190,Cory,Catherine,Miller,Jr.,171.7,1,1946-10-07
S-1191,Eric,James,Wolfe,PhD,176.9,1,1944-07-06
S-1192,John,Sandra,Mullen,DVM,166.1,1,1940-12-25
S-1193,Jared,Victoria,Craig,II,185.0,0,1940-06-09
S-1194,Samantha,Brittany,Little,MD,171.8,0,1944-05-24
S-1195,Jill,Shannon,Anderson,MD,167.2,0,1949-11-11
S-1196,Marcus,Bruce,Barker,PhD,171.8,0,1944-07-15
S-1197,Rose,Hannah,Barajas,II,184.0,1,1941-09-04
S-1198,Stacy,Renee,Pena,DVM,173.5,0,1948-11-09
S-1199,Raymond,Robert,Cooper,Jr.,175.9,0,1942-09-25
S-1200,Amy,Manuel,Thompson,Jr.,178.1,0,1947-05-09
S-1201,Michael,Jesse,King,DDS,184.5,1,1943-07-10
S-1202,Michael,Holly,Swanson,DDS,167.9,1,1942-06-15
S-1203,Cathy,Jared,Mccormick,II,180.8,0,1941-03-14
S-1204,Jessica,Dustin,Freeman,Jr.,170.4,0,1944-01-24
S-1205,Elizabeth,Michael,Castillo,Jr.,178.9,0,1943-07-20
S-1206,Matthew,Mindy,Martin,DDS,171.2,Y,1947-08-31
S-1207,Matthew,Kayla,Zamora,MD,170.0,1,1942-11-16
S-1208,Jason,Brandon,Roberts,Jr.,188.6,1,1942-10-22
S-1209,Nathan,Michael,Robinson,MD,164.4,1,1940-07-11
S-1210,Paige,Tony,Steele,Jr.,170.3,0,1942-09-06
S-1211,Chad,Marc,Scott,MD,177.3,1,1941-02-03
S-1212,Brian,Dean,Williams,DDS,171.9,1,1944-07-26
S-1213,James,Leah,Williams,PhD,174.2,0,1947-10-24
S-1214,Patrick,Michael,Aguilar,Jr.,166.0,1,1947-06-05
S-1215,Anthony,Thomas,Herman,PhD,168.1,0,1944-04-21
S-1216,Daniel,Deborah,Gallegos,Jr.,166.9,0,1942-12-29
S-1217,James,Charles,Solomon,DDS,181.4,1,1942-06-30
S-1218,Kristine,David,Allen,MD,173.4,0,1947-09-21
S-1219,Michelle,Rhonda,Howard,Jr.,183.5,1,1946-11-13
S-1220,Patrick,Nicole,Miller,DVM,175.0,1,1942-05-26
S-1221,Robert,Gail,Richards,DVM,168.1,0,1945-01-09
S-1222,Angela,Linda,Nelson,MD,180.9,1,1946-09-23
S-1223,Lucas,Elizabeth,Edwards,PhD,174.1,0,1947-01-30
S-1224,Jonathan,Heather,Ortega,DVM,184.1,1,1942-10-12
S-1225,Kyle,Tina,Shields,MD,179.1,0,1949-01-30
S-1226,Rachel,James,Hayes,DVM,178.8,0,1949-07-06
S-1227,Lori,Christopher,Gomez,MD,166.1,1,1944-07-03
S-1228,Kenneth,Bruce,Nelson,DVM,174.7,N,1948-07-16
S-1229,Melissa,Ashley,Johnson,Jr.,163.9,0,1944-10-24
S-1230,James,Matthew,Mcdonald,MD,176.3,1,1942-07-13
S-1231,Kimberly,Felicia,Hernandez,MD,162.3,0,1949-08-16
S-1232,Jonathon,Kimberly,Choi,MD,168.5,1,1945-10-06
S-1233,Traci,Jason,Martin,Jr.,177.2,0,1947-02-17
S-1234,Jessica,Albert,Richards,MD,160.9,1,1945-05-30
S-1235,Jason,Timothy,Brock,DVM,181.0,0,1947-10-06
S-1236,Christopher,Larry,Harris,MD,169.5,1,1946-01-06
S-1237,Andrew,Stephanie,Lawson,III,165.3,0,1942-05-02
S-1238,Latoya,Carol,Le,IV,197.3,0,1945-07-11
S-1239,Scott,Grant,Robbins,MD,181.1,0,1948-09-04
S-1240,Tina,Mark,Casey,Jr.,184.6,0,1946-10-02
S-1241,Austin,Brandon,Smith,DVM,168.7,1,1943-06-05
S-1242,Julie,Patricia,Pace,II,172.9,0,1940-02-23
S-1243,Brandon,Jason,Kelly,III,172.8,0,1945-03-29
S-1244,David,Stephen,Gutierrez,Jr.,176.6,1,1941-10-15
S-1245,Lacey,Zachary,Evans,PhD,169.7,1,1944-04-30
S-1246,Ana,William,Reyes,Jr.,172.6,0,1948-08-21
S-1247,Caroline,Daniel,Hayes,PhD,172.9,0,1941-11-28
S-1248,Brenda,Jacqueline,Jenkins,PhD,171.8,0,1942-12-14
S-1249,Kimberly,Justin,Vargas,DDS,159.9,0,1949-06-15
S-1250,James,Jennifer,Paul,DDS,180.4,0,1949-10-11
S-1251,James,Nicole,Rogers,Jr.,181.8,1,1941-08-01
S-1252,Rachel,Michael,Smith,MD,173.4,0,1948-03-15
S-1253,Eric,Steven,Hayes,IV,163.9,0,1945-11-29
S-1254,Terrence,Phillip,Clark,PhD,172.6,1,1948-08-29
S-1255,Frank,Eric,Matthews,MD,182.4,1,1941-02-16
S-1256,Desiree,Scott,Becker,MD,182.9,0,1949-09-12
S-1257,Timothy,Michelle,Johnson,Jr.,172.1,1,1945-07-16
S-1258,Tyrone,Eric,Nunez,PhD,164.2,0,1947-08-24
S-1259,Robin,Roger,Schneider,DDS,178.3,1,1942-11-21
S-1260,Joseph,Steven,Adams,Jr.,191.0,0,1946-04-01
S-1261,Kevin,Johnny,Henry,DVM,172.9,0,1948-12-28
S-1262,Carrie,Christopher,Lamb,DDS,169.6,1,1944-04-23
S-1263,Michael,Terrence,Wilson,Jr.,176.2,1,1941-06-20
S-1264,Scott,Denise,Dixon,DVM,176.9,0,1942-10-13
S-1265,Jacob,Sarah,Underwood,II,175.7,1,1942-03-25
S-1266,Ashley,Dylan,Holden,DDS,174.4,1,1948-01-01
S-1267,Lee,Christine,Reed,DDS,161.5,0,1940-06-22
S-1268,Bruce,Adrienne,Johnson,MD,184.3,1,1943-05-27
S-1269,Tammy,Jennifer,Johnson,PhD,164.1,0,1949-09-07
S-1270,Michelle,Cassie,Washington,MD,185.2,0,1947-06-24
S-1271,Barbara,Christopher,Smith,PhD,168.3,1,1943-03-09
S-1272,David,Laura,Morales,MD,181.9,1,1947-03-04
S-1273,Gregory,Monique,Gonzalez,Jr.,159.6,0,1944-04-03
S-1274,Robin,Latoya,Conner,MD,188.1,0,1944-03-19
S-1275,Veronica,Tina,Bennett,Jr.,191.7,1,1947-02-15
S-1276,Joel,Erika,Bradley,MD,182.6,0,1949-07-06
S-1277,Jennifer,Dylan,Scott,DVM,190.4,0,1946-01-08
S-1278,Jon,Cynthia,Pham,PhD,170.9,1,1946-06-17
S-1279,Amanda,Nicole,Smith,MD,166.9,0,1949-11-01
S-1280,Alisha,Karen,Harris,MD,170.0,0,1940-08-08
S-1281,Thomas,Victoria,Thomas,PhD,179.0,1,1942-09-26
S-1282,Aaron,Roger,Oconnor,MD,169.7,1,1945-10-09
S-1283,Sheila,Vincent,Harrison,MD,171.1,1,1947-11-22
S-1284,Alyssa,Alicia,Oconnor,MD,184.9,0,1947-10-21
S-1285,George,Todd,Schmidt,MD,173.8,0,1943-09-25
S-1286,Jaime,Adriana,Brown,MD,176.4,0,1942-03-28
S-1287,Julie,Kayla,Jacobs,II,175.4,0,1948-02-23
S-1288,Kristin,Kyle,Brown,MD,165.8,1,1946-08-25
S-1289,Destiny,Ivan,Miller,MD,192.1,1,1949-02-13
S-1290,Francisco,Cynthia,Mercer,Jr.,194.9,1,1940-03-16
S-1291,Makayla,Jose,Wright,Jr.,172.6,0,1941-04-11
S-1292,Spencer,Tony,Yoder,MD,180.3,1,1948-04-25
S-1293,Stacy,Anna,Brown,MD,175.7,0,1942-09-11
S-1294,Angela,Katelyn,Davis,DDS,188.5,1,1945-02-02
S-1295,Robert,Bryan,Johnson,MD,186.6,0,1943-01-06
S-1296,Isaac,Jamie,Reeves,MD,178.9,1,1944-10-02
S-1297,Jessica,Michael,Gonzales,DDS,174.3,1,1940-02-11
S-1298,Richard,Erin,Johnson,Jr.,169.4,1,1948-07-19
S-1299,Christina,Dawn,Gonzales,PhD,184.3,1,1942-07-18
S-1300,Lisa,Joseph,Coleman,DDS,170.7,1,1944-01-18
S-1301,Daniel,Adam,Mitchell,DDS,161.6,1,1944-11-21
S-1302,Carl,Edward,Hodges,PhD,170.2,1,1949-05-17
S-1303,Karen,Justin,Gardner,Jr.,180.3,0,1942-05-17
S-1304,Nicholas,Brandon,Payne,DDS,180.8,0,1948-04-09
S-1305,Drew,Laura,Baird,DDS,178.2,0,1946-04-13
S-1306,Nicholas,Elaine,Wright,II,178.5,1,1942-01-17
S-1307,Natalie,Elizabeth,Mora,Jr.,180.2,1,1944-02-01
S-1308,Theresa,Kendra,Smith,DVM,183.1,0,1948-01-20
S-1309,Phillip,Ryan,Rogers,DDS,172.4,1,1947-09-27
S-1310,Susan,Brandy,Huffman,DDS,172.1,0,1944-10-09
S-1311,Margaret,Robert,Robinson,DVM,167.0,1,1947-01-27
S-1312,Amanda,Kristina,Hicks,Jr.,169.6,0,1947-07-19
S-1313,Jason,Alejandro,Ford,MD,173.6,0,1943-04-05
S-1314,Tammy,Christy,Martin,MD,183.1,1,1940-04-12
S-1315,Cynthia,Melissa,Phillips,DVM,169.7,0,1945-10-26
S-1316,Joshua,Gabriel,Lewis,DDS,165.6,1,1949-03-30
S-1317,Daniel,Tara,Shelton,MD,178.5,1,1941-08-16
S-1318,Jared,Tom,Olson,Jr.,186.2,0,1943-06-15
S-1319,Megan,Daniel,Robinson,DVM,163.2,1,1944-09-05
S-1320,Glenn,Kristopher,Vaughn,DVM,178.2,1,1940-06-20
S-1321,Rebecca,Brian,Meyer,Jr.,181.9,1,1945-06-19
